,TEXT,Label
52164,"Bryce Canyon, Utah .Utah has got so many amazing landscapes and canyons. Each and everyone…
",11
52165,"Just so rn @ A Little Touch of Sunshine, LLC
",16
52166,"My lovely cousins. #TheForts #TiedTheKnot #HappilyEverAfter #LoveYouBoth @ Raspberry Island
",15
52167,"️ ️ ️ @ ABC Kitchen
",9
52168,"When you put your costume on for the show, but you look like a regular college student …
",16
52169,"Shane Dawson and Shanna Malcolm @ Westlake, Ohio
",17
52170,"Thanks @user for the champagne and Dada life #storymiami #dadalife @ STORY Miami
",8
52171,"It's going to be a real fun tasting today! *bottles pictures may or may not be the real wines !…
",4
52172,"bbs on bbs @ The Capital Grille (Costa Mesa)
",13
52173,"Our Lady of the Streets. ️ @ Oceanside, California
",9
52174,"Saw this book and thought of my grandma @ Michaels Vacaville
",9
52175,"Full house with Ms. Lillian today #ibcsn @ Exciting Idlewild Baptist Church
",15
52176,"My City !!!!! Razah ft. Chinx chinxdrugzforever @ Jamonitmusic
",7
52177,"I am one lucky girl. These past few weeks have made my heart so full thank you for being…
",15
52178,"That is one hell of a view. You gotta admit this city is gorgeous #alwayshome #lakemichigan…
",9
52179,"#NabeHarlem #ComeThrough #NOW #LIVE #RasulASalaam #Tonight #ItsLit @ Nabe Harlem
",7
52180,"#Repost @user (get_repost)・・・@crank_lucas spits financial knowledge #mood #facts…
",7
52181,"Loved this wedding, this couple, the colors, ahh! Beautifully captured by the amazing…
",2
52182,"fun day at the lake anna_bogard @ Apple Valley Lake Ohio
",14
52183,"Missing the California sunshine right about now @ San Diego, California
",12
52184,"Welcome to the world Carson @ Walker Baptist Hospital
",2
52185,"This is how you clean up when you are a Spartan #spartangirl #spartan #sakzfitness…
",16
52186,"this has to cost you everything. : @user @ Ripley-Grier…
",1
52187,"another #wcw before the day runs out.. christinavn_ @user @user for @user
",1
52188,"Local artwork + home decor + modern furniture @ Covet Design
",13
52189,"Sweet VA Breeze @user @ Virginia
",1
52190,"Pass the remote! #remotecontrol #sunsets #california #sky #clouds #sunsetlovers #sunset_pics…
",7
52191,"Gregory Crewdson @ The High Line
",6
52192,"#sundayfunday @ Liberty Center
",2
52193,"Officially licensed D.Va jacket from @user It's so damn cute. Get one and match me @user
",15
52194,"Finally! Get to meet Brandon Gibbs...he's kind of a big deal! @user
",10
52195,"@ Southside, Atlanta, Georgia
",2
52196,"I just took this picture because I LOVE HER THAT'S WHY. @ Durham, North Carolina
",2
52197,"This blue beauty was calling my name as soon as I pulled my camera out!! Dominique Johnson…
",1
52198,"good day in Charleston @ Boone Hall Plantation
",12
52199,"From Stella w/ ️#happholidays #seasonsgreetings #stella #tbt #2014 #bulldog #allgoldeverything…
",9
52200,"Had a fantastic night of #acroyoga and #bouldering (carefully)! @ ASCEND: Pittsburgh
",16
52201,"So picturesque #washingtondc #ldw #familyvacation #roadtrip #sundayfunday @ Washington…
",10
52202,"Your favorite trio #triplets @ Saint Lucie West Middle School
",9
52203,"Sometimes I can look nice #lava #turningstonecasino #dressedup @ Lattimore Hall
",16
52204,"Couldnt find a better picture to sum up college so far ... Happy…
",3
52205,"Always spend time with family when you can (zoom in on this, you'll see a little Noah hiding…
",2
52206,"Meet Guy, the Winter Solstice Gnome. Lol. @ Concord, California
",10
52207,"Makos Bar &amp; Grill • Seafood Steam Pot South Carolina, Myrtle Beach @ Myrtle Beach, South Carolina
",7
52208,"America Loving Heros right there! #wallfire #firefighters #firemen #calfire #dofreedom #MAGA…
",11
52209,"I forgot my face? Well, we all know where it should be anyway! @user
",4
52210,"#LANCEinUS I almost laughed my head off @ Keystone Resort
",3
52211,"Dixie Chicks. Featuring Lloyd Maines oh and @user too. Great show. @ Gexa Energy…
",17
52212,"I'll own my own office one day... @ Boca Raton Resort
",14
52213,"Put a little Spring in your step and Roll right into the new year... Can you believe 2016 is…
",4
52214,"@user is all smiles after a couple of activations! @user #MagentaPrime…
",1
52215,"Tis the season to sparkle #shareyourears #verymerry @ Mickey's Very…
",13
52216,"️ @ Stonehill College
",9
52217,"Our trip to the dentist was quite the adventure this morning #LittleMissAvaMonroe #saycheese…
",10
52218,"At generationiiigun this is what it is all about, the future generations , and the future is…
",11
52219,"From @user - If you can't come to Afters, Afters can come to you! - #MrInlandEmpire…
",2
52220,"So pretty @ Applebee's Grill &amp; Bar
",2
52221,"happy mother's day this past year certainly had its fair share of ups and (mostly) downs,…
",9
52222,"I think I found my new spot, Visalia.... I'm back
",10
52223,"The Stars and Stripes blowing on a beautiful Fall day. …
",11
52224,"This reflection reminds me of yesterday’s eclipse. So instead of posting more pictures of the ️…
",12
52225,"Preparing. @ Blarney Stone Pub Sports Bar and Restaurant
",11
52226,"Happy birthday mom, i love you @ Statue of Liberty National Monument
",9
52227,"My trainers pushing me. #WhosTrainingWho #MansBestFriend…
",3
52228,"God is good Family time my son and daughter are here and healthy that is all that matters…
",19
52229,"4 more days! My new single ""Boomerang (Back&amp;Forth) ft. @user | Available on…
",7
52230,"With this gorgeous and amazing person, spending a great time #Super #Best #You #Me #Likes…
",8
52231,"Love you always ️ Let the festivities begin! #4daystilchristmas @user
",9
52232,"Greek salad ..... #greeksalad #lunchtime #healthyfood #paleo #delivery #pickup #foodporn…
",2
52233,"Family @ Grand Central Terminal
",9
52234,"#hfujunior ️ ️ @ Holy Family University
",12
52235,"“Y’all on the old level.” “We on the new level” : trgjay •••#models #new #old #newyork…
",1
52236,"Me and my best buddy @ Aspen Village Apartments in Cincinnati, OH
",2
52237,"first day of dance ️ ️ so glad to be back!! @ Infuse Dance Company
",9
52238,"I Princess @user
",18
52239,"Merry Christmas from the Dawson kids @ CrossPoint Community Church
",5
52240,"Caelin He's saying purple monster in monster voice @ Oakside Community Park
",3
52241,"so grateful to be home with my family @ Las Vegas, Nevada
",18
52242,"'Twas a good formal with you @ Phi Kappa Theta WSU
",13
52243,"Labor Day #love at the LeVeque! #CitYPulseCols : @user Labor Day weekend.…
",1
52244,"Jalea Mixta - have a great Monday instafriends #peruvian #peruvianfood #mpchicago #food…
",17
52245,"Had a great time yesterday with my #Family we ate so much #PuertoRicanFood…
",3
52246,"With mom n lil bro in back seat @ Austin, Texas
",3
52247,"Happy ZHEN-day @user @user @ Las Vegas, Nevada
",8
52248,"Going right into the freezer for the man-child. I remember selling these #girlguides…
",9
52249,"Most defiantly the prank God
",3
52250,"Thank you @ United States
",17
52251,"I swear she think she run the world.. But she's my mini me!! I always tell her she do #jayde @user
",16
52252,"4th July #4july #swiming @ Spring, Texas
",11
52253,"Zombie Pooh and Piglet stopped by studio!! Makeup by marinablayceofficial @user @user
",1
52254,"where my heart lies #hollywood #losangeles #california #ilovela…
",9
52255,"so true and follow me back
",2
52256,"Live for today, plan for tomorrow @ The Art Park
",17
52257,"Korean BBQ is @ Tomokun
",7
52258,"""I know your boyfriend is in the army or something"" 24 days #USCG @ Midland, Michigan
",14
52259,"#Florida #merica @ Antique Ink Tattoo Parlor
",11
52260,"Family breakfast tradition at Christmas Avenue Diner in the Annex Toronto #awesome (@ The Avenue Diner in Toronto…
",5
52261,"Sheets prolly look like a coloring book lol RT @user I gotta stop painting my nails and then falling asleep right after
",3
52262,"Smirkin' : madz_4612 @ Shawnee Mission Park
",1
52263,"His Baes #theunitedyates #onceuponaquiles #spicsgonehicks @ Washington, District of Columbia
",19
52264,"@user @user LOVE OUR NJ STATE TROOPERS Life Shared, Life SavedOver the course of a…
",9
52265,"Photobooth Snap shots with joh_sal #latergram #bunny #ChunLi @ McSwiggans Pub
",6
52266,"Ripped pants work flow @ Washington County, Maryland
",16
52267,": benevenLiliane, 2015.Model: lilianek18 w/ @user and lmodelz Fashion:…
",1
52268,"Today's I shared some of my favorite places with friends from Seattle .. Hannah is miss you all…
",17
52269,"first Christmas together but not the last @ O'Fallon, Illinois
",9
52270,"Blood is thicker than water ️ Amazing caption the of @user and her son moussasanogo2…
",9
52271,"A Branded Upgrade Custom Luxe Gift Certificates and Business Cards for lechalannail x…
",13
52272,"I ride motorcycles now.. but when I do I ride em in a crop top. Know that! This collection has…
",0
52273,"Omg, #WaffleHouse!!! (@ Waffle House in Humble, TX)
",2
52274,"First snow at sju @ Saint Joseph's University
",9
52275,"It's 4 the Culture @ Long Lake, Michigan
",11
52276,"O U T S I D E V I E W A T hallsontheriver R E S T A U R A N T. MOOD : # @ Halls On The River
",2
52277,"Thanks for the visit ading zheitalaro ️ @ Lake Compounce
",9
52278,"Oh man. Today is. @user oftheflowers @user @user primandpixie @user
",9
52279,"My cottage life is packed with plant powered foods; my favourite tea pairings ️ @ Bayfield,…
",9
52280,"And to think that this love for coffee began only three years ago!!! #nationalcoffeeday @ New…
",2
52281,"Soulja boy &amp; Kona ice, round up time is the best time! …
",17
52282,"Side by side, or miles apart, she’s always close to the heart @user
",15
52283,"Whyyyy....COMMANDER! I was dying then, and I'm dying now watching this...this is what…
",3
52284,"Happy to have been her date to her Aviation Christmas party @ Sault St…
",9
52285,"It's a gorgeous day for some dinner lady! _________ @user go.chicago…
",6
52286,"No hair don't care @ Farmington, Michigan
",10
52287,"sorry for not be able to keep up with your pace ; @user @user
",1
52288,"I hope to get it back! #lupussucks @ Coral Springs, Florida
",18
52289,"It's soccer Saturday!!! Go Green Machine! We ️#10! #lastgameofseason #soccermom…
",9
52290,"We are #blackmagic ! They ask ""how they do that"" lol #blahkaespins @ I-95
",9
52291,"As promised, DIY STEP 5 for my treasure chest design. @user at
",8
52292,"#mylove @ Ropewalk Ocean City
",9
52293,"""@thisisrory: Talk too much in the uber. RT @user What does it look like I do for a living?
",3
52294,"Dinner w the crew #alisoviejo #friends #holidaygatherings #christmas #lagunabeach #california…
",14
52295,"Can't wait to see this tennis player out of the womb! Love you Rach @user
",8
52296,"This is how you look tho..but shoot your shot... #tag a Creep.#actor #comedian #writer…
",3
52297,"Join me THIS #Saturday 7:30pm thecomedystore for a good time #standup #comedy #LA…
",4
52298,"missin this magical place a little extra today... cannot wait for…
",13
52299,"I️ leave this here with you. #Joaquinforpresident : amywaters11 @ Irving Plaza
",1
52300,"Thanks for hacking my phone guys @ Evansville Central High School
",3
52301,"Tennis #usopen2017 #pinkshirt #whereiseverybody #menssemis # @ USTA Billie Jean King National…
",3
52302,"Netflix and chill? @ Round 2
",8
52303,"Christmas love. @user #blessed #family #couple #love #familia #kiss #romance #campo…
",6
52304,"️Comment mine, # and please fill out our customer link if you haven't…
",9
52305,"Beats and Bangs!!! It's all I know #KBTheEngineer #Producer #SoundEngineer #Tranzitionz…
",3
52306,"Keep your m*%#herf@*^ing Eyes open @user #culture #hiphop #midwestmuisc #live @user
",1
52307,"It's #Pumpkin #Season @user Sticky Pumpkin #Cake #YumYum #PumpkinSeason @ Trader…
",2
52308,"Happy Birthday Mom, happy I made it back in time to celebrate together with my family. I…
",9
52309,"Bleed Blue! @ UK Gymnastics
",14
52310,"Me and the beautiful bride!! ️ ️ @ Amala Foundation
",9
52311,"️ #maine #friendsandfamily #mainelife #ramisland #cabin #cabincrew @ Ram Island Farm
",9
52312,"Hope you all had a merry Christmas @ Naperville, Illinois
",15
52313,"I was a Disney princess, today, or at least to the man at the Ghiridelli shop. To a few other's, cross country, I'm a chocolate queen.
",17
52314,"bananacayxx r.fxller @ Cypress, Texas
",2
52315,"When you get your hair done and it's a 3 day weekend! #SlayStudioStyl #PalatineParade…
",2
52316,"@ Dallas, Texas
",7
52317,"Beach Babe @ Shell Island Resort
",8
52318,"So grateful we became friends this summer @ North Hills High School
",9
52319,"she's the best thing since sliced bread @ Englewood, Florida
",14
52320,"No words needed #blessed ️ @ Orange County, Florida
",9
52321,"you look as good as the day i met you @ Gaslamp District
",2
52322,"Happy New Years Y’all! #LA #photography #photographer #videoeditor #graphicdesigner…
",0
52323,"(@ Downey First Baptist Church in Downey, CA)
",17
52324,"#lipstick on #actiaddict @ Kingston, Ontario
",2
52325,"It makes me happy when @user gets excited about our new colors #surrealmakeup #yayahan…
",18
52326,"️new Demi color by paul Mitchell #paulmitchell #paulmitchelldemicolor #awauphiwildginger…
",9
52327,"Funny. That's exactly what my Mom said before I left. More guns than people, she said. @ The…
",3
52328,"We had a hokey pokey dance off and guess who won @ Camping World Stadium
",4
52329,"Remember to book your December appointments now! Everything, including new sets will be 15%…
",13
52330,"~ The world needs more sparkle @user #NYFW ~ @ Skylight Clarkson Sq
",13
52331,"Hearing from my colleagues while on break.I love my job . @ Kentucky
",15
52332,"Come and get a haircut today mjbarbershopca. Chill people, chill vibe. : Jimmy @ MJ Barbershop…
",6
52333,"Mansions right on the Gulf of Mexico I wouldn't mind waking up to…
",2
52334,"Possesed #missgabi #princessgabi #princessgabriella…
",3
52335,"Y'all came to the enjoy this fine of art SO ENJOY IT. : @user @ Cloud Gate ('The…
",1
52336,"Yep still your birthday. you’re growing up to be a very handsome,…
",0
52337,"Cannot wait to move in with this dime! I love you || pc: apetty_30…
",8
52338,"Cheers to the almost New Year. We thank you for making this a wonderful 2016! #Bistro218 #New…
",13
52339,"These 2 get married in 26 days!!! Love you both. littlesparkle_24 richardwalkup…
",17
52340,"@ Kentucky
",19
52341,"Enjoying this awesome view of the #charlottefair with friends tonight @user ayoitzjoe @user
",17
